"RELATIONSHIP_ID","FROM_VOCABULARY_ID","FROM_DOMAIN_ID","FROM_STANDARD_CONCEPT","TO_VOCABULARY_ID","TO_DOMAIN_ID","TO_STANDARD_CONCEPT","RELATIONSHIP_COUNT"
"Dose form unit of","SNOMED","Unit",NA,"SNOMED","Observation","S",5
"Drug class of drug","ATC","Drug","C","RxNorm","Drug","S",3504
"Drug class of drug","ATC","Drug","C","RxNorm","Drug",NA,74
"Drug class of drug","ATC","Drug","C","RxNorm Extension","Drug","S",75774
"Drug class of drug","ATC","Drug","C","RxNorm Extension","Drug",NA,7933
"Drug class of drug","ATC","Drug",NA,"RxNorm","Drug","S",13
"Drug class of drug","ATC","Drug",NA,"RxNorm Extension","Drug","S",361
"Drug class of drug","ATC","Drug",NA,"RxNorm Extension","Drug",NA,87
"Drug class of drug","RxNorm","Drug","S","RxNorm Extension","Drug","S",2
"Drug has drug class","RxNorm","Drug","S","ATC","Drug","C",3504
"Drug has drug class","RxNorm","Drug","S","ATC","Drug",NA,13
"Drug has drug class","RxNorm","Drug",NA,"ATC","Drug","C",74
"Drug has drug class","RxNorm Extension","Drug","S","ATC","Drug","C",75774
"Drug has drug class","RxNorm Extension","Drug","S","ATC","Drug",NA,361
"Drug has drug class","RxNorm Extension","Drug","S","RxNorm","Drug","S",2
"Drug has drug class","RxNorm Extension","Drug",NA,"ATC","Drug","C",7933
"Drug has drug class","RxNorm Extension","Drug",NA,"ATC","Drug",NA,87
"Due to of","SNOMED","Condition","S","SNOMED","Condition","S",4632
"Due to of","SNOMED","Condition","S","SNOMED","Condition",NA,151
"Due to of","SNOMED","Condition","S","SNOMED","Observation","S",66
"Due to of","SNOMED","Condition","S","SNOMED","Observation",NA,1
"Due to of","SNOMED","Condition",NA,"SNOMED","Condition","S",41
"Due to of","SNOMED","Condition",NA,"SNOMED","Condition",NA,11
"Due to of","SNOMED","Measurement","S","SNOMED","Condition","S",1
"Due to of","SNOMED","Observation","S","SNOMED","Condition","S",1486
"Due to of","SNOMED","Observation","S","SNOMED","Condition",NA,14
"Due to of","SNOMED","Observation","S","SNOMED","Observation","S",12
"Due to of","SNOMED","Observation",NA,"SNOMED","Condition","S",14
"Due to of","SNOMED","Observation",NA,"SNOMED","Condition",NA,6
"Due to of","SNOMED","Procedure","S","SNOMED","Condition","S",1077
"Due to of","SNOMED","Procedure","S","SNOMED","Condition",NA,40
"Due to of","SNOMED","Procedure","S","SNOMED","Observation",NA,2
"Due to of","SNOMED","Procedure",NA,"SNOMED","Condition","S",2
"During","SNOMED","Condition","S","SNOMED","Observation","S",4
"During","SNOMED","Condition","S","SNOMED","Procedure","S",113
"During","SNOMED","Condition",NA,"SNOMED","Procedure","S",2
"During","SNOMED","Observation","S","SNOMED","Procedure","S",1
"End date of","NAACCR","Metadata",NA,"NAACCR","Episode",NA,3
"End date of","NAACCR","Metadata",NA,"NAACCR","Measurement","S",23
"Energy used by","SNOMED","Observation","S","ICD9Proc","Procedure","S",8
"Energy used by","SNOMED","Observation","S","ICD9Proc","Procedure",NA,14
"Energy used by","SNOMED","Observation","S","OPCS4","Procedure","S",5
"Energy used by","SNOMED","Observation","S","SNOMED","Observation","S",6
"Energy used by","SNOMED","Observation","S","SNOMED","Procedure","S",324
"Energy used by","SNOMED","Observation","S","SNOMED","Procedure",NA,15
"Excipient of","SNOMED","Device","S","SNOMED","Device","S",45
"Excipient of","SNOMED","Device","S","SNOMED","Drug",NA,7067
"Excipient of","SNOMED","Drug",NA,"SNOMED","Device","S",1894
"Excipient of","SNOMED","Drug",NA,"SNOMED","Drug",NA,99740
"Excipient of","SNOMED","Drug",NA,"SNOMED","Observation","S",8
"Excipient of","SNOMED","Observation","S","SNOMED","Device","S",183
"Excipient of","SNOMED","Observation","S","SNOMED","Drug",NA,21124
"Excipient of","SNOMED","Observation",NA,"SNOMED","Drug",NA,156
"FDA indication of","HemOnc","Condition",NA,"HemOnc","Drug",NA,364
"Finding asso with","SNOMED","Condition","S","SNOMED","Condition","S",927
"Finding asso with","SNOMED","Condition","S","SNOMED","Condition",NA,11
"Finding asso with","SNOMED","Condition","S","SNOMED","Device","S",602
"Finding asso with","SNOMED","Condition","S","SNOMED","Device",NA,8
"Finding asso with","SNOMED","Condition","S","SNOMED","Drug",NA,107
"Finding asso with","SNOMED","Condition","S","SNOMED","Measurement","S",2
"Finding asso with","SNOMED","Condition","S","SNOMED","Observation","S",19
"Finding asso with","SNOMED","Condition","S","SNOMED","Observation",NA,1
"Finding asso with","SNOMED","Condition","S","SNOMED","Procedure","S",218
"Finding asso with","SNOMED","Condition","S","SNOMED","Procedure",NA,2
"Finding asso with","SNOMED","Condition",NA,"SNOMED","Condition","S",89
"Finding asso with","SNOMED","Condition",NA,"SNOMED","Condition",NA,2
"Finding asso with","SNOMED","Condition",NA,"SNOMED","Device","S",7
"Finding asso with","SNOMED","Condition",NA,"SNOMED","Drug",NA,6
"Finding asso with","SNOMED","Condition",NA,"SNOMED","Observation","S",46
"Finding asso with","SNOMED","Condition",NA,"SNOMED","Procedure","S",26
"Finding asso with","SNOMED","Observation","S","SNOMED","Condition","S",7
"Finding asso with","SNOMED","Observation","S","SNOMED","Device","S",18
"Finding asso with","SNOMED","Observation","S","SNOMED","Device",NA,1
"Finding asso with","SNOMED","Observation","S","SNOMED","Drug",NA,14
"Finding asso with","SNOMED","Observation","S","SNOMED","Observation","S",78
"Finding asso with","SNOMED","Observation","S","SNOMED","Observation",NA,1
"Finding asso with","SNOMED","Observation","S","SNOMED","Procedure","S",6
"Finding asso with","SNOMED","Observation",NA,"SNOMED","Condition","S",1
"Finding asso with","SNOMED","Observation",NA,"SNOMED","Observation","S",22
"Finding asso with","SNOMED","Observation",NA,"SNOMED","Observation",NA,1
"Finding asso with","SNOMED","Observation",NA,"SNOMED","Procedure","S",2
"Finding context of","SNOMED","Observation","S","SNOMED","Condition","S",8
"Finding context of","SNOMED","Observation","S","SNOMED","Condition",NA,2
"Finding context of","SNOMED","Observation","S","SNOMED","Observation","S",2952
"Finding context of","SNOMED","Observation","S","SNOMED","Observation",NA,1086
"Finding context of","SNOMED","Observation",NA,"SNOMED","Observation",NA,5
"Finding inform of","SNOMED","Observation","S","SNOMED","Condition","S",2133
"Finding inform of","SNOMED","Observation","S","SNOMED","Condition",NA,44
"Finding inform of","SNOMED","Observation","S","SNOMED","Measurement","S",32
"Finding inform of","SNOMED","Observation","S","SNOMED","Observation","S",105
"Finding inform of","SNOMED","Observation","S","SNOMED","Observation",NA,1
"Finding method of","SNOMED","Measurement","S","SNOMED","Condition","S",11
"Finding method of","SNOMED","Procedure","S","SNOMED","Condition","S",2316
"Finding method of","SNOMED","Procedure","S","SNOMED","Condition",NA,37
"Finding method of","SNOMED","Procedure","S","SNOMED","Measurement","S",32
"Finding method of","SNOMED","Procedure","S","SNOMED","Observation","S",2533
"Finding method of","SNOMED","Procedure","S","SNOMED","Observation",NA,69
"Finding site of","SNOMED","Observation","S","SNOMED","Condition","S",210
"Finding site of","SNOMED","Observation","S","SNOMED","Condition",NA,6
"Finding site of","SNOMED","Observation",NA,"SNOMED","Condition","S",4
"Finding site of","SNOMED","Spec Anatomic Site","S","ICDO3","Condition","S",59144
"Finding site of","SNOMED","Spec Anatomic Site","S","SNOMED","Condition","S",92266
"Finding site of","SNOMED","Spec Anatomic Site","S","SNOMED","Condition",NA,5254
"Finding site of","SNOMED","Spec Anatomic Site","S","SNOMED","Measurement","S",5
"Finding site of","SNOMED","Spec Anatomic Site","S","SNOMED","Measurement",NA,1
"Finding site of","SNOMED","Spec Anatomic Site","S","SNOMED","Observation","S",242
"Finding site of","SNOMED","Spec Anatomic Site","S","SNOMED","Observation",NA,24
"Finding site of","SNOMED","Spec Anatomic Site","S","SNOMED","Procedure",NA,2
"Finding site of","SNOMED","Spec Anatomic Site",NA,"ICDO3","Condition","S",698
"Finding site of","SNOMED","Spec Anatomic Site",NA,"SNOMED","Condition","S",1513
"Finding site of","SNOMED","Spec Anatomic Site",NA,"SNOMED","Condition",NA,181
"Flavor of","SNOMED","Observation","S","SNOMED","Device","S",196
"Flavor of","SNOMED","Observation","S","SNOMED","Drug",NA,3446
"Focus of","SNOMED","Condition","S","ICD9Proc","Procedure","S",26
"Focus of","SNOMED","Condition","S","ICD9Proc","Procedure",NA,70
"Focus of","SNOMED","Condition","S","OPCS4","Procedure","S",11
"Focus of","SNOMED","Condition","S","SNOMED","Measurement","S",29
"Focus of","SNOMED","Condition","S","SNOMED","Measurement",NA,2
"Focus of","SNOMED","Condition","S","SNOMED","Observation","S",390
"Focus of","SNOMED","Condition","S","SNOMED","Observation",NA,13
"Focus of","SNOMED","Condition","S","SNOMED","Procedure","S",1670
"Focus of","SNOMED","Condition","S","SNOMED","Procedure",NA,25
"Focus of","SNOMED","Condition","S","SNOMED","Visit",NA,4
"Focus of","SNOMED","Condition",NA,"SNOMED","Procedure","S",26
"Focus of","SNOMED","Condition",NA,"SNOMED","Procedure",NA,3
"Focus of","SNOMED","Measurement","S","OPCS4","Procedure","S",1
"Focus of","SNOMED","Measurement","S","SNOMED","Measurement","S",6
"Focus of","SNOMED","Measurement","S","SNOMED","Observation","S",24
"Focus of","SNOMED","Measurement","S","SNOMED","Procedure","S",44
"Focus of","SNOMED","Observation","S","ICD9Proc","Procedure","S",3
"Focus of","SNOMED","Observation","S","ICD9Proc","Procedure",NA,1
"Focus of","SNOMED","Observation","S","OPCS4","Procedure","S",1
"Focus of","SNOMED","Observation","S","SNOMED","Observation","S",116
"Focus of","SNOMED","Observation","S","SNOMED","Observation",NA,2
"Focus of","SNOMED","Observation","S","SNOMED","Procedure","S",1051
"Focus of","SNOMED","Observation","S","SNOMED","Procedure",NA,69
"Focus of","SNOMED","Observation",NA,"SNOMED","Procedure","S",4
"Focus of","SNOMED","Procedure","S","ICD9Proc","Procedure","S",1
"Focus of","SNOMED","Procedure","S","ICD9Proc","Procedure",NA,4
"Focus of","SNOMED","Procedure","S","OPCS4","Procedure","S",2
"Focus of","SNOMED","Procedure","S","SNOMED","Measurement","S",3
"Focus of","SNOMED","Procedure","S","SNOMED","Observation","S",155
"Focus of","SNOMED","Procedure","S","SNOMED","Observation",NA,1
"Focus of","SNOMED","Procedure","S","SNOMED","Procedure","S",1271
"Focus of","SNOMED","Procedure","S","SNOMED","Procedure",NA,51
"Focus of","SNOMED","Procedure",NA,"SNOMED","Observation","S",1
"Focus of","SNOMED","Procedure",NA,"SNOMED","Procedure","S",18
"Focus of","SNOMED","Procedure",NA,"SNOMED","Procedure",NA,1
"Followed by","SNOMED","Condition","S","SNOMED","Condition","S",913
"Followed by","SNOMED","Condition","S","SNOMED","Condition",NA,8
"Followed by","SNOMED","Condition","S","SNOMED","Observation","S",11
"Followed by","SNOMED","Condition","S","SNOMED","Procedure","S",1510
"Followed by","SNOMED","Condition","S","SNOMED","Procedure",NA,27
"Followed by","SNOMED","Condition",NA,"SNOMED","Condition","S",72
"Followed by","SNOMED","Condition",NA,"SNOMED","Procedure","S",57
"Followed by","SNOMED","Observation","S","SNOMED","Condition","S",12
"Followed by","SNOMED","Observation","S","SNOMED","Procedure","S",18
"Followed by","SNOMED","Observation","S","SNOMED","Procedure",NA,2
"Followed by","SNOMED","Observation",NA,"SNOMED","Condition","S",307
"Followed by","SNOMED","Procedure",NA,"SNOMED","Procedure","S",2
"Follows","SNOMED","Condition","S","SNOMED","Condition","S",913
"Follows","SNOMED","Condition","S","SNOMED","Condition",NA,72
"Follows","SNOMED","Condition","S","SNOMED","Observation","S",12
"Follows","SNOMED","Condition","S","SNOMED","Observation",NA,307
"Follows","SNOMED","Condition",NA,"SNOMED","Condition","S",8
"Follows","SNOMED","Observation","S","SNOMED","Condition","S",11
"Follows","SNOMED","Procedure","S","SNOMED","Condition","S",1510
"Follows","SNOMED","Procedure","S","SNOMED","Condition",NA,57
"Follows","SNOMED","Procedure","S","SNOMED","Observation","S",18
"Follows","SNOMED","Procedure","S","SNOMED","Procedure",NA,2
"Follows","SNOMED","Procedure",NA,"SNOMED","Condition","S",27
"Follows","SNOMED","Procedure",NA,"SNOMED","Observation","S",2
"Form continuity of","SNOMED","Drug",NA,"SNOMED","Device","S",3344
"Form continuity of","SNOMED","Drug",NA,"SNOMED","Device",NA,1
"Form continuity of","SNOMED","Drug",NA,"SNOMED","Drug",NA,16979
"Form continuity of","SNOMED","Drug",NA,"SNOMED","Observation","S",8
"Form continuity of","SNOMED","Drug",NA,"SNOMED","Observation",NA,1
"Form of","RxNorm","Drug",NA,"RxNorm","Drug","S",3028
"Form of","RxNorm","Drug",NA,"RxNorm","Drug",NA,4
"Free indicator of","SNOMED","Drug",NA,"SNOMED","Device","S",953
"Free indicator of","SNOMED","Drug",NA,"SNOMED","Drug",NA,15365
"Has AMP","SNOMED","Device","S","SNOMED","Device","S",86729
"Has AMP","SNOMED","Device","S","SNOMED","Drug",NA,8
"Has AMP","SNOMED","Device",NA,"SNOMED","Device","S",101
"Has AMP","SNOMED","Device",NA,"SNOMED","Device",NA,284
"Has AMP","SNOMED","Device",NA,"SNOMED","Drug",NA,46
"Has AMP","SNOMED","Device",NA,"SNOMED","Unit",NA,1
"Has AMP","SNOMED","Drug",NA,"SNOMED","Device","S",2411
"Has AMP","SNOMED","Drug",NA,"SNOMED","Device",NA,69
"Has AMP","SNOMED","Drug",NA,"SNOMED","Drug",NA,66414
"Has AMP","SNOMED","Drug",NA,"SNOMED","Observation","S",9
"Has AMP restr ind","SNOMED","Device","S","SNOMED","Drug",NA,172347
"Has AMP restr ind","SNOMED","Device",NA,"SNOMED","Drug",NA,2
"Has AMP restr ind","SNOMED","Drug",NA,"SNOMED","Drug",NA,118604
"Has AMP restr ind","SNOMED","Observation","S","SNOMED","Drug",NA,8
"Has ARP","SNOMED","Drug",NA,"SNOMED","Drug",NA,75
"Has Answer","LOINC","Measurement","S","LOINC","Meas Value","S",31154
"Has Answer","LOINC","Measurement",NA,"LOINC","Meas Value","S",704
"Has Answer","LOINC","Observation","S","LOINC","Meas Value","S",55656
"Has Answer","LOINC","Observation",NA,"LOINC","Meas Value","S",2043
"Has Answer","NAACCR","Episode",NA,"NAACCR","Drug",NA,5
"Has Answer","NAACCR","Episode",NA,"NAACCR","Observation","S",93
"Has Answer","NAACCR","Episode",NA,"NAACCR","Observation",NA,1
"Has Answer","NAACCR","Episode",NA,"NAACCR","Procedure","S",678
"Has Answer","NAACCR","Measurement","S","NAACCR","Meas Value","S",22700
"Has Answer","NAACCR","Measurement","S","NAACCR","Meas Value",NA,6694
"Has Answer","NAACCR","Measurement",NA,"NAACCR","Meas Value","S",102
"Has Answer","NAACCR","Measurement",NA,"NAACCR","Meas Value",NA,9
"Has Answer","NAACCR","Observation","S","NAACCR","Meas Value","S",5
"Has Answer","NAACCR","Observation","S","NAACCR","Meas Value",NA,2
"Has Answer","NAACCR","Observation",NA,"NAACCR","Meas Value","S",1245
"Has Answer","NAACCR","Observation",NA,"NAACCR","Meas Value",NA,238
"Has Answer","NAACCR","Observation",NA,"NAACCR","Observation","S",57
"Has Answer","NAACCR","Observation",NA,"NAACCR","Procedure","S",622
"Has Answer","UK Biobank","Observation","S","UK Biobank","Observation","S",5769
"Has Answer","UK Biobank","Observation","S","UK Biobank","Observation",NA,820
"Has Answer","UK Biobank","Observation",NA,"UK Biobank","Observation","S",2
"Has Answer","UK Biobank","Observation",NA,"UK Biobank","Observation",NA,171
"Has CD category","SNOMED","Device","S","SNOMED","Drug",NA,180401
"Has CD category","SNOMED","Device",NA,"SNOMED","Drug",NA,6
"Has CD category","SNOMED","Drug",NA,"SNOMED","Drug",NA,156314
"Has CD category","SNOMED","Observation","S","SNOMED","Drug",NA,16
"Has CD category","SNOMED","Observation",NA,"SNOMED","Drug",NA,3
"Has FDA indication","HemOnc","Drug",NA,"HemOnc","Condition",NA,364
"Has Histology ICDO","ICDO3","Condition","S","ICDO3","Observation","S",973
"Has Histology ICDO","ICDO3","Condition","S","ICDO3","Observation",NA,58124
"Has Histology ICDO","ICDO3","Condition",NA,"ICDO3","Observation","S",7
"Has Histology ICDO","ICDO3","Condition",NA,"ICDO3","Observation",NA,2286
"Has Topography ICDO","ICDO3","Condition","S","ICDO3","Observation","S",12081
"Has Topography ICDO","ICDO3","Condition","S","ICDO3","Observation",NA,45754
"Has Topography ICDO","ICDO3","Condition",NA,"ICDO3","Observation","S",101
"Has Topography ICDO","ICDO3","Condition",NA,"ICDO3","Observation",NA,2378
"Has VMP","SNOMED","Device","S","SNOMED","Device","S",4986
"Has VMP","SNOMED","Device","S","SNOMED","Drug",NA,3
"Has VMP","SNOMED","Device","S","SNOMED","Observation","S",4
"Has VMP","SNOMED","Device","S","SNOMED","Observation",NA,1068
"Has VMP","SNOMED","Device",NA,"SNOMED","Device","S",1
"Has VMP","SNOMED","Device",NA,"SNOMED","Drug",NA,14
"Has VMP","SNOMED","Drug",NA,"SNOMED","Device","S",895
"Has VMP","SNOMED","Drug",NA,"SNOMED","Device",NA,26
"Has VMP","SNOMED","Drug",NA,"SNOMED","Drug",NA,28320
"Has VMP","SNOMED","Drug",NA,"SNOMED","Observation","S",9
"Has VMP","SNOMED","Drug",NA,"SNOMED","Observation",NA,2
"Has VMP","SNOMED","Observation",NA,"SNOMED","Device","S",14
"Has VMP","SNOMED","Observation",NA,"SNOMED","Observation",NA,46
"Has VRP","SNOMED","Drug",NA,"SNOMED","Drug",NA,64
"Has Value","UK Biobank","Measurement",NA,"UK Biobank","Meas Value","S",50
"Has Value","UK Biobank","Measurement",NA,"UK Biobank","Meas Value",NA,16
"Has Value","UK Biobank","Observation","S","UK Biobank","Meas Value","S",6
"Has Value","UK Biobank","Observation","S","UK Biobank","Observation","S",3039
"Has Value","UK Biobank","Observation","S","UK Biobank","Observation",NA,1261
"Has Value","UK Biobank","Observation",NA,"UK Biobank","Observation",NA,7872
"Has accepted use","HemOnc","Drug",NA,"HemOnc","Condition",NA,1591
"Has accepted use","HemOnc","Procedure",NA,"HemOnc","Condition",NA,3
"Has accepted use","HemOnc","Regimen","S","HemOnc","Condition",NA,3002
"Has access","ICD9Proc","Procedure","S","SNOMED","Observation","S",63
"Has access","ICD9Proc","Procedure",NA,"SNOMED","Observation","S",92
"Has access","OPCS4","Procedure","S","SNOMED","Observation","S",200
"Has access","SNOMED","Measurement","S","SNOMED","Observation","S",3
"Has access","SNOMED","Measurement",NA,"SNOMED","Observation","S",1
"Has access","SNOMED","Observation","S","SNOMED","Observation","S",1
"Has access","SNOMED","Procedure","S","SNOMED","Observation","S",1574
"Has access","SNOMED","Procedure",NA,"SNOMED","Observation","S",21
"Has active ing","SNOMED","Device","S","SNOMED","Device","S",4
"Has active ing","SNOMED","Device","S","SNOMED","Drug",NA,10
"Has active ing","SNOMED","Device","S","SNOMED","Observation","S",54
"Has active ing","SNOMED","Device",NA,"SNOMED","Drug",NA,1
"Has active ing","SNOMED","Device",NA,"SNOMED","Observation","S",2
"Has active ing","SNOMED","Drug",NA,"SNOMED","Device","S",2138
"Has active ing","SNOMED","Drug",NA,"SNOMED","Device",NA,17
"Has active ing","SNOMED","Drug",NA,"SNOMED","Drug",NA,56508
"Has active ing","SNOMED","Drug",NA,"SNOMED","Observation","S",11371
"Has active ing","SNOMED","Drug",NA,"SNOMED","Observation",NA,396
"Has active ing","SNOMED","Observation",NA,"SNOMED","Device","S",258
"Has active ing","SNOMED","Observation",NA,"SNOMED","Device",NA,19
"Has active ing","SNOMED","Observation",NA,"SNOMED","Drug",NA,14
"Has active ing","SNOMED","Observation",NA,"SNOMED","Observation","S",117
"Has active ing","SNOMED","Observation",NA,"SNOMED","Observation",NA,8
"Has add monitor ind","SNOMED","Drug",NA,"SNOMED","Drug",NA,1506
"Has admin method","SNOMED","Drug",NA,"SNOMED","Observation","S",10
